country,year,gdp_growth,inflation,current_account_gdp,external_debt_gni,foreign_reserves_months,trade_balance_gdp,unemployment,real_interest_rate,broad_money_growth
Malaysia,2014,6.00672194558203,3.14299050879095,4.39159166153875,,5.67002202010293,9.27476607470968,2.88,2.06851821643173,6.30404808616764
Malaysia,2015,5.09153242155011,2.10438980238359,3.00891850128321,,5.50777041074819,7.52730934889102,3.1,3.30703770408129,3.04353513238196
Malaysia,2016,4.44978139761541,2.09056659525742,2.36768591329055,,5.64270997827513,6.65188088280173,3.44,2.82594518260627,2.80113360263019
Malaysia,2017,5.81272240983328,3.87120115774237,2.807870911226,,5.50760741130422,6.86831164523785,3.41,0.798926040327277,4.64463909345224
Mexico,1990,5.25004329944582,26.6516725646771,-2.85201728941809,41.4065546579064,2.30528819968242,-1.11075431498621,,,83.7854952672977
Mexico,1991,3.97590497138043,22.662359455061,-4.75442816258017,37.5066955910725,3.55524780127227,-2.91975509021086,3.145,,49.2084217398401
Mexico,1992,3.56861354412243,15.5078962533573,-6.73040694268406,31.8061738071114,3.18858335706006,-5.04000701816192,3.235,,23.5725224239772
Mexico,1993,2.86699945461075,9.75146045357553,-4.41375552546445,25.4259968879293,4.06437524271201,-2.97115419431017,3.365,-17.2485708602521,16.8996029755523
Mexico,1994,4.39412788764169,6.96581237191123,-5.35786349392844,25.8625661019977,0.883109318233717,-3.64928070910383,4.436,10.0953390422856,20.1081987626414
Mexico,1995,-5.91029962358286,34.9992712889592,-0.414680790187327,45.4530367262507,2.82554644014576,2.06602211605181,7.095,14.8566758536659,31.8557435232858
Mexico,1996,6.21829715869302,34.3783832235168,-0.580284830782932,37.6815596061517,2.71075061116895,1.6784403703765,5.465,7.64743965456214,27.0111848582944
Mexico,1997,7.19887615284711,20.6256287259247,-1.46431251799993,29.1474328822531,3.40567406946924,0.0192687222807484,4.235,3.74260655837951,56.8495331731946
Mexico,1998,6.18507893082885,15.9283950119353,-2.8688383681894,31.4567835757741,2.4492236787245,-1.58838534968979,3.733,9.19688961880313,17.4488953641526
Mexico,1999,2.75503039300564,16.5856169707538,-2.21778204046026,30.0607831007405,2.20924037805729,-1.17853107803576,2.598,7.30444482115276,18.7479247860382
Mexico,2000,5.02928399378261,9.49156149435403,-2.52707170138346,24.5014645736466,2.01762486355417,-1.44806225098916,2.646,5.62825957284796,-4.48743089482922
Mexico,2001,-0.450845253215945,6.36773806235037,-2.23003398954777,25.9016210744203,2.63689971681986,-1.6576886022459,2.627,5.9376464525908,18.8441357070664
Mexico,2002,-0.236588001922641,5.03072733151295,-1.52936520808687,24.1586324842924,2.98006982310122,-1.5063054123769,3.003,2.56725076182637,5.07161043787901
Mexico,2003,1.18554486709559,4.54690012118718,-0.526761129661888,26.3218083485224,3.44046588174088,-1.38922986272749,3.455,2.63026612664734,9.34288539528672
Mexico,2004,3.56544100946846,4.68840884843143,-0.464775659455354,25.8629949355891,3.28782723404344,-1.83390801755218,3.937,-0.62812236257935,13.0461064261901
Mexico,2005,2.11324712586392,3.98805714597437,-0.623534401583354,24.1351947655204,3.31288171093641,-1.58849699476578,3.558,3.59826026000135,9.96849552544639
Mexico,2006,4.80501352746852,3.62946762439132,-0.316555541136008,22.0731084517312,2.96677953801298,-1.37261974746509,3.566,1.3238319710294,6.69259611037929
Mexico,2007,2.07786393438754,3.96684905458235,-0.844640815298196,23.1063024261954,3.06932316704467,-1.69640173859835,3.628,1.35029773940963,10.1477843745367
Mexico,2008,0.943331863036903,5.12498274575896,-1.40680860965349,21.6625866162173,3.10571376172191,-2.32515941721689,3.874,2.25320067552938,8.8989406727473
Mexico,2009,-6.29525055780502,5.29735584228856,-0.750921220758988,26.9674757913441,4.18740932590072,-1.56520268477285,5.356,1.73076519097887,11.5244357450916
Mexico,2010,4.9713345832195,4.15672722680174,-0.339592498650934,28.5700387934223,4.05364499570365,-1.23846429838662,5.303,0.869831510540792,12.7638038623407
Mexico,2011,3.44404505794418,3.40737824605742,-0.857892612318958,29.0507246273433,4.27630853093349,-1.27645482147645,5.175,-0.718087414556666,9.97857565555475
Mexico,2012,3.55321075993527,4.11150981070289,-1.40984864750596,35.2377254920235,4.48471717639987,-1.17903110718537,4.892,0.132595617614182,10.0839506428319
Mexico,2013,0.852101559410627,3.80639069747204,-2.39396960197863,39.111064663244,4.5658776197185,-1.18007360488274,4.921,2.52394547437684,8.27958230523868
Mexico,2014,2.50376350288664,4.01861608078679,-1.82131927662925,40.8517099366641,4.80529226012456,-1.1724246351456,4.819,-0.782518932664159,12.1926385335167
Mexico,2015,2.70232342550646,2.72064064964023,-2.59917628210589,45.4803129174973,4.46007738307296,-2.08742930161647,4.311,0.207059192646057,12.188904831945
Mexico,2016,1.77249323845399,2.8217078474766,-2.27311198277187,50.2965927131738,4.54794007085504,-2.05894890589345,3.853,-1.24759733279354,12.3347318971308
Mexico,2017,1.87172853327193,6.04145724018986,-1.79746290774801,49.85860000761,4.12120736692421,-1.92394880095052,3.419,0.717765161995541,11.2247047973686
Morocco,1990,3.41181222630115,6.78259401511006,-0.648031086262141,85.3602013442382,3.16842496537,-5.50804640549456,,,21.478455938373
Morocco,1991,7.21608815359085,7.98616600790512,-1.27998993380056,71.9059154337748,4.46306782394565,-5.14175997732214,13.502,,16.8028431560426
Morocco,1992,-2.097738754022,5.7402466286874,-1.2834370400402,69.1942915603677,4.75593008896873,-5.91900694579703,13.781,,9.25856874384751
Morocco,1993,-0.740591700332374,5.18311396030801,-1.6469906370207,72.2417605832931,5.17843015997514,-5.54695362028093,14.026,,7.94364774379381
Morocco,1994,10.5880004161286,5.14167152953361,-2.03049106287262,66.4544213994958,5.7322444893474,-5.43655080746102,13.858,,10.1786335325176
Morocco,1995,-5.40544787197402,6.12358164775523,-3.03845005048265,62.9224746128181,4.10129163849181,-6.36858530736244,14.054,,7.04422584681076
Morocco,1996,12.3728762700496,2.98680922773017,0.0810758584150154,57.5439844112673,4.4598284873974,-3.42359353060533,13.362,,6.57530721224989
